标题,昵称,地区,评论内容,情感得分,来源文件
当物理老师在课上突然掏出VisionPro,飞御万想,未知,佩戴带有传感能力的穿戴型外设使用特定的动作来匹配作画模块，或者搭载语音交互应该会更加精准。然后给每个学生一个ar目镜，这样应该就是未来AR物理课的完全形态。（在脑机研发出来之前）[Mygo表情包_让我看看],0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,紅葉回憶,未知,我这教室没有投影的，就算有这玩意儿也上不了啊[笑哭][笑哭]我上这节课只能画弹簧了,0.96,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,MORINONEKO,未知,"…有时候真的很羡慕这个年代的小孩,学校里学不会的可以问ai,用不着补习班。老师还会用高科技来教学…如果我晚十几年出生我就不会得十几年双相…",1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,诺诺Nonono,未知,我们学校[doge_金箍],0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bili_26775641572,未知,太妙了吧。很直观地展示了为什么是整数圈,0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,西红柿烩苦瓜,未知,省流：听取哇声一片,0.55,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,洺-铎,未知,学过大物的表示我一个微积分[辣眼睛]别问我为啥有这个因为大一刚学到这[吃瓜],0.01,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,十三号路的黑猫,未知,这么看就知道vp为啥拉了，花最高的钱拉最大的胯[抠鼻]连正常绘画使用的手势都识别不机密了属于是[笑哭],0.03,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,吴记,未知,想起当年教女同学，怎么讲都听不懂[笑哭],0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,AInseven,未知,科技改变生活！！,0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,空叶落雨,未知,[doge_金箍]评论区对这是有2个方面的讨论，感觉这个问题很适合让ai自己跟自己辩论,0.42,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,不要理会压力怪,未知,我靠真听懂了,0.56,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,雨良oblako,未知,今天看物理的时候出了一个电磁透镜的题，跟这个感觉好像,0.37,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Y_Lotus_,未知,这是在实验室拍的吧,0.45,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Believer__,未知,每個人看法不同吧？ 我覺得除了目前成本過高 對於課堂的提昇還是較明顯的？偶爾使用完全可以提高學習積極性吧？,0.15,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bz菜钉钉,未知,我是有vp的学生 偷偷把vp带到学校[笑哭],1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,白熊化学,未知,我也用Vision Pro教化學,0.42,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,竼晞跃,未知,很直观啊，而且很有优化空间,0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,A-l-v-i-n,未知,学生：这辈子没想到上课也能晕3D[生气],0.87,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,niania叫的木雅姐姐,未知,我空间想象力好，根本不需要这个[墨镜]（别动我墨镜）,0.39,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,滴答啦啦哇哇,未知,对于没有空间想象能力的人是很好的方法,0.96,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,橙猫猫の事ではない,未知,这道数学题有点难啊！我找我体育老师问问你这做的对不对[辣眼睛],0.66,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,溯舟羽客,未知,Vision Pro国内是不是也没上啊,0.32,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,卓布里吉盗圣亨利,未知,未来教育要是能发展到每个学生都有自己的AR那就真是很好了,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,账号已注销,未知,好羡慕，如果我的老师也能这么给我们上课就好了,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,水果甲鱼小号2,未知,甲方最喜欢的一集,0.81,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,kK11ng,未知,不是。我是物理不太好。可是为什么讲的这些我好像没学过啊[doge_金箍],0.21,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,PWYFGSMV,未知,酸了，主要老师在学生面前玩电子产品啊,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,昨杳,未知,一人一个就有用，都是看屏幕，是不是vp有差吗,0.1,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,花丶浅月,未知,我记得老师第一次问这题的时候，我秒答像弹簧[笑哭],0.9,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,炽幻恶魔,未知,空间定位这么稳吗？,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,研王爷_,未知,其实三千块的quest3也能做到，本人亲测，完全没问题,0.62,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,ratatos_,未知,意义怪又钻出来了,0.35,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,谓之南尘yu,未知,@夏_夏夏目 吴总我要看这个,0.83,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,南宋官摇,未知,不知道能不能像现在的手机摄影一样，老师眼前的镜头晃动依然不变，但是在投影上能够开启防抖，这样投影上的视频就不会随着老师的头动频繁地抖动，像现在几乎每个手机都有的运动摄影一样，不会让看的人晃得头疼。,0.89,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,-啾啾米-,未知,这种教学方式比我们那时候还真的先进了很多，比较直观的看到了,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,山东协教会执行会长,未知,大胆去做，尽管开头很烂，但是一定会更好的！！！,0.72,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,吃鸡腿新号,未知,这比我物理老师上课有意思多了[doge],0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Datagame,未知,这是北京哪个中学,0.76,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,mw952,未知,感觉用GeoGebra也能做到类似的演示,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,一世修俗,未知,怎么没人提hololens呢？15年微软第一次发布会把我惊艳到了。,0.48,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,剑挑银河,未知,非常好的尝试，相信对于部分学生绝对是有效果的，一是理解二是强化记忆，不要理会杠精，继续大胆尝试,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,不会取名字的_啥,未知,主要是解决了学生上课睡觉的大难题[笑哭],0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,冰靈welin,未知,还好我教初中[喜极而泣],0.61,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,机巧慧慧不会怀孕,未知,我记得这个教室电脑能3d建模再编辑,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,叶落风随LL,未知,创意满满，我就说互联网可以开拓视角,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,AcAcAcc21,未知,不愧是数码区，投屏都流畅[笑哭][笑哭],1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,墨离三生,未知,如果在高中时的我这，那我三天之内就能玩儿到我同桌的,0.17,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,术学Academic,未知,多玩几个游戏，就有空间构建力了,0.87,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,郑大乾省小钱,未知,用来教几何应该也行 没有空间想象力的人爱了爱了,0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Aloner-L,未知,我一个高考完忘差不多的大学生居然听进去了[笑哭],0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Frozen0568,未知,@-薄衫少年-,0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,大块头红烧肉,未知,这不是我们上学期期末的第十题吗？好难想象啊,0.93,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,有事请call厉飞羽,未知,财力有限，用的q3，visionpro这个彩投确实强,0.93,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,果然改名就会中奖,未知,其实挺好的，没有空间思维的上完这节多多少少也记住了这个空间。以后碰到类似题，也能想到这节课所看到的,0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,爱思考的乌鸦,未知,很快苹果官方就会找你了,0.88,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,巡洋舰肇和,未知,好奇搜了下 3w....打扰了....,0.33,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,苏志斌SUiTHiNK,未知,大款老师实锤了这回！,0.77,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,想ho冰阔落,未知,这个类型是个老题目了，我高中那会做过[笑哭],0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,刘昌睿,未知,看得出来大宽老师确实是懂物理的，大家看完以后知道洛克菲勒力是什么了嘛？,0.94,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,喜多多99,未知,高中学这么高深的内容了吗,0.95,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,墨青砚,未知,这玩意儿真的是我当初会的知识吗？现在对我来说像天书一样[笑哭]，现在马上硕士毕业，离开高中好些年了。,1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,桃子蘸大酱TAT,未知,文科生兴致勃勃地看了一会儿，然后骂着街叉掉了视频[辣眼睛],0.02,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,丢了角的独角兽不是马,未知,牛哇[打call],0.6,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,tutuboy涂涂君,未知,太牛了！！！！,0.17,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,AI全文总结,未知,"AI课代表总结：
一位物理教师利用Apple Vision Pro AR设备，在课堂上演示了一个复杂的三维空间电磁题目。

要点:
- 🤔 该题目要求进行复杂的空间力分析，并不适合传统二维教学方法展示。
- 💡 使用Vision Pro解决了在纸张和平面上难以清晰表达的三维模型难题。
- 🔍 在虚拟环境中绘制螺线管及电子轨迹，帮助学生直观理解电荷在磁场中的行为。
- 🔄 讲解了不同角度下的电子如何因洛伦兹力影响而产生不同的运动路径。
- 👀 AR技术不仅提供三维视觉效果，还能让教师实时观察学生的反应，增强课堂互动。",1.0,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,蹄垫Official,未知,一台插了网线的电脑就是所有你需要的,0.04,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,68839956302_bili,未知,wow vision pro的只用手就可以画[星星眼][星星眼],0.28,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,bili_15854691,未知,学生：懂了，回家找老妈要钱买vp，理由很充分,0.27,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,全麦面包V5,未知,上完课以后老师头晕一整天,0.87,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,不打野坑坑,未知,就不能用微积分。。。越来越觉得中学这些捣腾的公式无语😿,0.86,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,欢乐树的小伙伴,未知,老师的头应该配个云台会好点[滑稽][滑稽],0.53,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,云吞莞思,未知,哈哈哈哈哈哈初中之后就没学过物理的我居然认真听完了好有意思啊,0.99,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,john_zjq,未知,你看得见，学生看不见啊,0.71,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,chasezzz,未知,虽然我是物理渣，但是让同学“看见”三维世界，也许是vision pro的实用场景之一了,0.97,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,__该名称已存在_____,未知,评论区一堆京爷[2233娘_汗],0.71,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,aceshadow,未知,有没有平替产品,0.3,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,守望华三pythonesp32,未知,这个VR我见过，高中也上过，就是讲的内容，我怎么感觉没听过呢。。。。。洛伦兹力不应该在大四的时候才能讲的嘛。。。？,0.24,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,Cyou_S0for,未知,老师来高二讲一节吧[tv_doge],0.98,B站vr课堂评论数据1.csv
当物理老师在课上突然掏出VisionPro,快乐小狗杀戮猫OVO,未知,"感觉还挺不错的唉。我教日语都能想到怎么用[doge]
所以什么时候给我发",0.49,B站vr课堂评论数据1.csv
